id,username,created_at,lng,lat,text
1517150718720806914,icoachplayas,Thu Apr 21 14:38:13 +0000 2022,-84.433106,33.7671945,They say i been missing in action. 🤎 https://t.co/ylRsR89B0F
1517150718989246471,HoustonBaptistU,Thu Apr 21 14:38:13 +0000 2022,-95.44648649999999,29.838495,"We’re ready for another one! Our Southland Conference number 2 seed, @HBUBeachVB begins tournament play against num… https://t.co/GZO2bt8z5w"
1517150722843758592,ttv_Saint_TJ,Thu Apr 21 14:38:14 +0000 2022,-83.1738665,32.6782075,@0ppaidrag0n_ Absolutely not &gt;:)
1517150723552661504,donnamalone21,Thu Apr 21 14:38:14 +0000 2022,-80.34711999999999,25.671986,Wordle 306 4/6⬜🟨🟨🟨⬜⬜🟨🟨🟨⬜🟨⬜⬜🟨⬜🟩🟩🟩🟩🟩
1517150724643115011,pamelamacn,Thu Apr 21 14:38:14 +0000 2022,-71.3410585,46.855857,"@Susanne01311962 Well the first known poutine was 1957 in Warwick, but in Drummondville a guy trademarked it in 196… https://t.co/12qQ5BG194"
1517150725448511495,skylarvibes,Thu Apr 21 14:38:14 +0000 2022,-77.0143985,38.898602999999994,My fav airline is now my job! Pls life just keeps getting better what’s NEXt?
1517150727012945921,yes_jparker,Thu Apr 21 14:38:15 +0000 2022,-89.92202900000001,35.1335205,"@realEstateTrent That’s a bold statement sir. But thinking on i, real estate is complex and simple equally. But I h… https://t.co/49rK8ixJNL"
1517150728699011072,negralinda1022,Thu Apr 21 14:38:15 +0000 2022,-80.4572025,25.671740999999997,"@Williameloso @Capitalista2022 @garrincha25 @pilarvelasquezv De acuerdo. Los que no se dice es : los “airbag”… now,… https://t.co/r4piojSyVR"
1517150729252732932,BwT88,Thu Apr 21 14:38:15 +0000 2022,-115.133373,36.24912449999999,@JackPosobiec Um how about no…
1517150731064598528,weareteamtrump,Thu Apr 21 14:38:16 +0000 2022,-80.4326521,25.8433674,"Join the Trump Hotels team! See our latest job opening here: https://t.co/ED6FfaB8gz #Golf #Miami, FL"
1517150731442085889,Michael1Berry,Thu Apr 21 14:38:16 +0000 2022,-75.117998,40.0048655,!!!!! Please say it again for the people in the back!
1517150732268412928,iwaspoisoned_,Thu Apr 21 14:38:16 +0000 2022,-104.7685022,39.5138311,"Lucky Charms, Walmart - Parker, Colorado - 6 separate occasions. I always enjoyed Lucky Charms while vacationing. W… https://t.co/LIAk0qDK5x"
1517150732431937537,JordanDominion,Thu Apr 21 14:38:16 +0000 2022,-79.2725695,43.629311,"@Twitter is my platformDo NOT fuck this up, you've already pushed it with removing the spaces Jumbotron and extra emojis"
1517150732905943042,Alize_xo,Thu Apr 21 14:38:16 +0000 2022,-74.7733365,40.2161325,LMFAOOOOOOO @ we still don’t know who Khloe dad is!!!😂😂😂😂😂😂
1517150733086248962,kimjason378,Thu Apr 21 14:38:16 +0000 2022,-74.1880345,40.00134,Bloody mary is the most violent ritual on the planet for a sheet stamper. Pressure and tumbs.tooms = titanium from steel
1517150734646607872,syredistricting,Thu Apr 21 14:38:17 +0000 2022,-76.1288105,43.052606999999995,🛒 Food deserts may be more common than we think in the City…Each district should have adequate grocery stores. 🥗🍜… https://t.co/FxnoWz3bY7
1517150736454352900,ArgoJournal,Thu Apr 21 14:38:17 +0000 2022,-80.13381050000001,25.887649500000002,@ryanstruyk @PressSecWill the White House clean up this quote by President Biden? It could reasonably be interpre… https://t.co/0g6qEV3G8H
1517150737712631809,corycachola,Thu Apr 21 14:38:17 +0000 2022,-122.630908,45.536402,looks rare (the wrong kind):https://t.co/0SmHEQKbrk https://t.co/KWRRa0Eecy
1517150738291388418,bloodybeautymfx,Thu Apr 21 14:38:17 +0000 2022,-77.94199,34.19568,Making the fake tree stump using plaster strips on the foamed bucket and painting. #bloodybeautymfx #propmaking @ B… https://t.co/kthZ8ggg0G
1517150738727653376,Sevenvmatos,Thu Apr 21 14:38:18 +0000 2022,-73.9487755,40.655138,@NoConesNoChairs Bro I got cooked last night… need 4 assist from kyrie he had 1 🤣 some other parlays had over 18… he had 10. Wow
1517150737116979203,William07696245,Thu Apr 21 14:38:17 +0000 2022,-100.0768885,31.1688935,Here I come.  Airport bound. https://t.co/g49hf9SPhC
1517150739524587520,not_brownie97,Thu Apr 21 14:38:18 +0000 2022,-79.9806895,40.431388999999996,@giiinnyh mine was putting in my 2 weeks
1517150739470069762,peabodypress,Thu Apr 21 14:38:18 +0000 2022,-95.818827,36.298144,I’ve asked myself what I would do if my child came to me and told me they were gay or trans. It would break my he… https://t.co/V14lE0eM2Y
1517150739864248324,jeffreybyron007,Thu Apr 21 14:38:18 +0000 2022,-118.40033,34.07347,"LOOK UP! 🙏#truth #spiritual #trust #prayer @ Beverly Hills, California https://t.co/6czUfcofeA"
1517150740065648641,WETHEKINGDOM888,Thu Apr 21 14:38:18 +0000 2022,-79.861034,35.1704985,@T_Summer4_28 😎😂♠️ BEEN SAYING PAYBACK WAS GONNA BE A B*TCH 😙🥰🤩🤣 https://t.co/WpdsCFEJgE
1517150742053744643,Lai_luuu,Thu Apr 21 14:38:18 +0000 2022,-111.91702599999999,40.765805,“That’s slow money” lmfaaaao they are the funniest on the Internet idc 😭😂😂
1517150742406082561,lustymcgusty1,Thu Apr 21 14:38:18 +0000 2022,-85.1700515,41.086917,clear is better
1517150742875828225,NoahBrasos,Thu Apr 21 14:38:19 +0000 2022,-80.219911,26.212769,@bearsfan4life09 Bruh I've had a Cuban espresso and 2 Cafe bustelo cups and I'm still like https://t.co/af32N6a5AV
1517150743265902598,mholzschlag,Thu Apr 21 14:38:19 +0000 2022,-110.9155735,32.1893905,@raion_io @Nikoletta3108 That was sarcasm LOL! I'm into Neuroscience. I'll give your podcast a go. I am no clinicia… https://t.co/0zEBxtoAOv
1517150743488204802,Jourdin07,Thu Apr 21 14:38:19 +0000 2022,-92.342322,34.721886,#Sooners … I’m otw. 📍 @OU_Athletics @OU_Football @CoachToddBates @CoachVenables🔥#boomer @JacksonOlinFB @JamaalBess… https://t.co/ETl7vvLMQM
1517150743886630917,BttrsweetsMarie,Thu Apr 21 14:38:19 +0000 2022,-111.87286850000001,40.498391,"@cathyrusson That attorney NEEDS to let Johnny ANSWER!! I'm getting frustrated, I can't imagine how Joglhnny is feeling 🤦"
1517150744410943491,JadaJuice_,Thu Apr 21 14:38:19 +0000 2022,-76.36227600000001,37.0508965,I really be tearing these protein shakes upppp. The strawberry banana is my fav 😭
1517150744431894530,LeazeLouise,Thu Apr 21 14:38:19 +0000 2022,-122.3306025,47.614817,I don’t need new friends but a few really wouldn’t hurt lol
1517150745870565379,just_mindy,Thu Apr 21 14:38:19 +0000 2022,-83.804475,27.698681999999998,What a sick person
1517150746000510976,TheRealQueenNay,Thu Apr 21 14:38:19 +0000 2022,-92.13127399999999,34.7519365,yeahh this ain’t it today 😭🤦🏾‍♀️
1517150747401490434,TobiasWolfdog,Thu Apr 21 14:38:20 +0000 2022,-83.20470900000001,42.206131,@SendItSeawolf My local theater has a Thursday viewing tonight.
1517150749188186112,melissaalouk,Thu Apr 21 14:38:20 +0000 2022,-90.0792395,30.404169500000002,@realEstateTrent Had a few bone crushing handshakes recently 😩 #Louisiana
1517150749695696898,Desmond87320108,Thu Apr 21 14:38:20 +0000 2022,-93.2620465,44.9706105,"Hello, Good morning ☀️"
1517150749817380865,Slutzalishous,Thu Apr 21 14:38:20 +0000 2022,-73.8311875,40.6708795,@GameChangerSean @49ersfocus @JakeAsman Absolutely correct.   Proper compensation for Deebo is high 2 and we have 36 and 38.
1517150749930622976,stribling67,Thu Apr 21 14:38:20 +0000 2022,-93.42023499999999,37.2993165,If I picked up a lady for a date and she smelled like spent shotgun shells I’d propose in the driveway.
1517150750417195011,Trippyconvo,Thu Apr 21 14:38:20 +0000 2022,-91.586972,42.038363,My gpas ego really gets me sometimes. Like how tf you finna take apart piece by piece all the furniture so you are… https://t.co/HHylVF1r65
1517150751050526724,Fsolorzan_,Thu Apr 21 14:38:21 +0000 2022,-118.4119065,34.0207895,At the point where coffee doesn’t do anything to me anymore lol
1517150751197327367,RonniKurtz,Thu Apr 21 14:38:21 +0000 2022,-85.7223455,38.195555,"@cewoodard @T4Gorg @jaredcwilson Haha, I stand by my role in that episode. Great to see you again."
1517150751406977031,Bellz810,Thu Apr 21 14:38:21 +0000 2022,-83.605217,41.5525265,@DedSquid The day will come and it will be glorious 😂😂
1517150752497565696,PatFogg,Thu Apr 21 14:38:21 +0000 2022,-96.672767,33.112316500000006,@Mad_Dawg29 @RealMiniAOC Love it!
1517150752489107461,TxxRedd,Thu Apr 21 14:38:21 +0000 2022,-95.44648649999999,29.838495,Love when y’all do yard work
1517150751256027137,BradleyPippin3,Thu Apr 21 14:38:21 +0000 2022,-86.472317,35.858532,Double time @curtis_hoppe @5starmidsouth @PBRTennessee https://t.co/0XMAl0BsAc
